Date,Pair3 PnL,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2010-03-08,0.0,0,0,0,0,0,0,0,0,0
2010-03-09,0.0,0,0,0,0,0,0,0,0,0
2010-03-10,0.0,0,0,0,0,0,0,0,0,0
2010-03-11,0.0,0,0,0,0,0,0,0,0,0
2010-03-12,0.0,0,0,0,0,0,0,0,0,0
2010-03-15,0.0,0,0,0,0,0,0,0,0,0
2010-03-16,-0.0,0,0,0,0,0,0,0,0,0
2010-03-17,0.0,0,0,0,0,0,0,0,0,0
2010-03-18,0.0,0,0,0,0,0,0,0,0,0
2010-03-19,0.0,0,0,0,0,0,0,0,0,0
2010-03-22,0.0,0,0,0,0,0,0,0,0,0
2010-03-23,0.0,0,0,0,0,0,0,0,0,0
2010-03-24,0.0,0,0,0,0,0,0,0,0,0
2010-03-25,0.0,0,0,0,0,0,0,0,0,0
2010-03-26,0.0,0,0,0,0,0,0,0,0,0
2010-03-29,-0.0,0,0,0,0,0,0,0,0,0
2010-03-30,0.0,0,0,0,0,0,0,0,0,0
2010-03-31,0.0,0,0,0,0,0,0,0,0,0
2010-04-01,0.0,0,0,0,0,0,0,0,0,0
2010-04-02,0.0,0,0,0,0,0,0,0,0,0
2010-04-05,0.0,0,0,0,0,0,0,0,0,0
2010-04-06,0.0,0,0,0,0,0,0,0,0,0
2010-04-07,0.0,0,0,0,0,0,0,0,0,0
2010-04-08,0.0,0,0,0,0,0,0,0,0,0
2010-04-09,0.0,0,0,0,0,0,0,0,0,0
2010-04-12,0.0,0,0,0,0,0,0,0,0,0
2010-04-13,0.0,0,0,0,0,0,0,0,0,0
2010-04-14,0.0,0,0,0,0,0,0,0,0,0
2010-04-15,0.0,0,0,0,0,0,0,0,0,0
2010-04-16,0.0,0,0,0,0,0,0,0,0,0
2010-04-19,0.0,0,0,0,0,0,0,0,0,0
2010-04-20,0.0,0,0,0,0,0,0,0,0,0
2010-04-21,0.0,0,0,0,0,0,0,0,0,0
2010-04-22,0.0,0,0,0,0,0,0,0,0,0
2010-04-23,0.0,0,0,0,0,0,0,0,0,0
2010-04-26,0.0,0,0,0,0,0,0,0,0,0
2010-04-27,0.0,0,0,0,0,0,0,0,0,0
2010-04-28,0.0,0,0,0,0,0,0,0,0,0
2010-04-29,0.0,0,0,0,0,0,0,0,0,0
2010-04-30,0.0,0,0,0,0,0,0,0,0,0
2010-05-03,0.0,0,0,0,0,0,0,0,0,0
2010-05-04,0.0,0,0,0,0,0,0,0,0,0
2010-05-05,0.0,0,0,0,0,0,0,0,0,0
2010-05-06,0.0,0,0,0,0,0,0,0,0,0
2010-05-07,0.0,0,0,0,0,0,0,0,0,0
2010-05-10,0.0,0,0,0,0,0,0,0,0,0
2010-05-11,0.0,0,0,0,0,0,0,0,0,0
2010-05-12,0.0,0,0,0,0,0,0,0,0,0
2010-05-13,0.0,0,0,0,0,0,0,0,0,0
2010-05-14,0.0,0,0,0,0,0,0,0,0,0
2010-05-17,0.0,0,0,0,0,0,0,0,0,0
2010-05-18,0.0,0,0,0,0,0,0,0,0,0
2010-05-19,0.0,0,0,0,0,0,0,0,0,0
2010-05-20,0.0,0,0,0,0,0,0,0,0,0
2010-05-21,0.0,0,0,0,0,0,0,0,0,0
2010-05-24,0.0,0,0,0,0,0,0,0,0,0
2010-05-25,0.0,0,0,0,0,0,0,0,0,0
2010-05-26,0.0,0,0,0,0,0,0,0,0,0
2010-05-27,0.0,0,0,0,0,0,0,0,0,0
2010-05-28,0.0,0,0,0,0,0,0,0,0,0
2010-05-31,0.0,0,0,0,0,0,0,0,0,0
2010-06-01,0.0,0,0,0,0,0,0,0,0,0
2010-06-02,0.0,0,0,0,0,0,0,0,0,0
2010-06-03,0.0,0,0,0,0,0,0,0,0,0
2010-06-04,0.0,0,0,0,0,0,0,0,0,0
2010-06-07,0.0,0,0,0,0,0,0,0,0,0
2010-06-08,0.0,0,0,0,0,0,0,0,0,0
2010-06-09,0.0,0,0,0,0,0,0,0,0,0
2010-06-10,-0.0,0,0,0,0,0,0,0,0,0
2010-06-11,0.0,0,0,0,0,0,0,0,0,0
2010-06-14,0.0,0,0,0,0,0,0,0,0,0
2010-06-15,-0.0,0,0,0,0,0,0,0,0,0
2010-06-16,0.0,0,0,0,0,0,0,0,0,0
2010-06-17,0.0,0,0,0,0,0,0,0,0,0
2010-06-18,-0.0,0,0,0,0,0,0,0,0,0
2010-06-21,0.0,0,0,0,0,0,0,0,0,0
2010-06-22,0.0,0,0,0,0,0,0,0,0,0
2010-06-23,0.0,0,0,0,0,0,0,0,0,0
2010-06-24,0.0,0,0,0,0,0,0,0,0,0
2010-06-25,0.0,0,0,0,0,0,0,0,0,0
2010-06-28,0.0,0,0,0,0,0,0,0,0,0
2010-06-29,0.0,0,0,0,0,0,0,0,0,0
2010-06-30,0.0,0,0,0,0,0,0,0,0,0
2010-07-01,0.0,0,0,0,0,0,0,0,0,0
2010-07-02,0.0,0,0,0,0,0,0,0,0,0
2010-07-05,0.0,0,0,0,0,0,0,0,0,0
2010-07-06,-0.0,0,0,0,0,0,0,0,0,0
2010-07-07,0.0,0,0,0,0,0,0,0,0,0
2010-07-08,0.0,0,0,0,0,0,0,0,0,0
2010-07-09,0.0,0,0,0,0,0,0,0,0,0
2010-07-12,0.0,0,0,0,0,0,0,0,0,0
2010-07-13,0.0,0,0,0,0,0,0,0,0,0
2010-07-14,0.0,0,0,0,0,0,0,0,0,0
2010-07-15,0.0,0,0,0,0,0,0,0,0,0
2010-07-16,0.0,0,0,0,0,0,0,0,0,0
2010-07-19,0.0,0,0,0,0,0,0,0,0,0
2010-07-20,0.0,0,0,0,0,0,0,0,0,0
2010-07-21,0.0,0,0,0,0,0,0,0,0,0
2010-07-22,0.0,0,0,0,0,0,0,0,0,0
2010-07-23,0.0,0,0,0,0,0,0,0,0,0
2010-07-26,-0.0,0,0,0,0,0,0,0,0,0
2010-07-27,0.0,0,0,0,0,0,0,0,0,0
2010-07-28,0.0,0,0,0,0,0,0,0,0,0
2010-07-29,-0.0,0,0,0,0,0,0,0,0,0
2010-07-30,0.0,0,0,0,0,0,0,0,0,0
2010-08-02,0.0,0,0,0,0,0,0,0,0,0
2010-08-03,0.0,0,0,0,0,0,0,0,0,0
2010-08-04,0.0,0,0,0,0,0,0,0,0,0
2010-08-05,0.0,0,0,0,0,0,0,0,0,0
2010-08-06,0.0,0,0,0,0,0,0,0,0,0
2010-08-09,0.0,0,0,0,0,0,0,0,0,0
2010-08-10,0.0,0,0,0,0,0,0,0,0,0
2010-08-11,0.0,0,0,0,0,0,0,0,0,0
2010-08-12,0.0,0,0,0,0,0,0,0,0,0
2010-08-13,0.0,0,0,0,0,0,0,0,0,0
2010-08-16,0.0,0,0,0,0,0,0,0,0,0
2010-08-17,0.0,0,0,0,0,0,0,0,0,0
2010-08-18,0.0,0,0,0,0,0,0,0,0,0
2010-08-19,0.0,0,0,0,0,0,0,0,0,0
2010-08-20,0.0,0,0,0,0,0,0,0,0,0
2010-08-23,0.0,0,0,0,0,0,0,0,0,0
2010-08-24,0.0,0,0,0,0,0,0,0,0,0
2010-08-25,0.0,0,0,0,0,0,0,0,0,0
2010-08-26,0.0,0,0,0,0,0,0,0,0,0
2010-08-27,-0.0,0,0,0,0,0,0,0,0,0
2010-08-30,0.0,0,0,0,0,0,0,0,0,0
2010-08-31,0.0,0,0,0,0,0,0,0,0,0
2010-09-01,0.0,0,0,0,0,0,0,0,0,0
2010-09-02,0.0,0,0,0,0,0,0,0,0,0
2010-09-03,0.0,0,0,0,0,0,0,0,0,0
2010-09-06,0.0,0,0,0,0,0,0,0,0,0
2010-09-07,0.0,0,0,0,0,0,0,0,0,0
2010-09-08,0.0,0,0,0,0,0,0,0,0,0
2010-09-09,0.0,0,0,0,0,0,0,0,0,0
2010-09-10,0.0,0,0,0,0,0,0,0,0,0
2010-09-13,0.0,0,0,0,0,0,0,0,0,0
2010-09-14,-0.0,0,0,0,0,0,0,0,0,0
2010-09-15,-0.0,0,0,0,0,0,0,0,0,0
2010-09-16,0.0,0,0,0,0,0,0,0,0,0
2010-09-17,0.0,0,0,0,0,0,0,0,0,0
2010-09-20,0.0,0,0,0,0,0,0,0,0,0
2010-09-21,0.0,0,0,0,0,0,0,0,0,0
2010-09-22,-0.0,0,0,0,0,0,0,0,0,0
2010-09-23,0.0,0,0,0,0,0,0,0,0,0
2010-09-24,0.0,0,0,0,0,0,0,0,0,0
2010-09-27,-0.0,0,0,0,0,0,0,0,0,0
2010-09-28,0.0,0,0,0,0,0,0,0,0,0
2010-09-29,0.0,0,0,0,0,0,0,0,0,0
2010-09-30,0.0,0,0,0,0,0,0,0,0,0
2010-10-01,0.0015294623086652415,0,0,0,1,0,0,-1,0,0
2010-10-04,0.00627160924825787,0,0,0,1,0,0,-1,0,0
2010-10-05,-0.0017628398211591012,0,0,0,1,0,0,-1,0,0
2010-10-06,0.007632893243154637,0,0,0,1,0,0,-1,0,0
2010-10-07,-0.0002710393888754048,0,0,0,1,0,0,-1,0,0
2010-10-08,-0.007429855155870135,0,0,0,1,0,0,-1,0,0
2010-10-11,-9.053400376080045e-05,0,0,0,1,0,0,-1,0,0
2010-10-12,-0.0004793899020973935,0,0,0,1,0,0,-1,0,0
2010-10-13,0.004305769397532244,0,0,0,1,0,0,-1,0,0
2010-10-14,-0.003752014529754266,0,0,0,1,0,0,-1,0,0
2010-10-15,0.00029036301996521185,0,0,0,1,0,0,-1,0,0
2010-10-18,-0.002919703051061928,0,0,0,1,0,0,-1,0,0
2010-10-19,0.0018944789917902938,0,0,0,1,0,0,-1,0,0
2010-10-20,0.004884932165057698,0,0,0,1,0,0,-1,0,0
2010-10-21,-0.0048858313062225545,0,0,0,1,0,0,-1,0,0
2010-10-22,-0.0013333641723725087,0,0,0,1,0,0,-1,0,0
2010-10-25,-0.0036252995899686002,0,0,0,1,0,0,-1,0,0
2010-10-26,-0.001185437317031801,0,0,0,1,0,0,-1,0,0
2010-10-27,0.00023074134521072764,0,0,0,1,0,0,-1,0,0
2010-10-28,0.011460840505675751,0,0,0,1,0,0,-1,0,0
2010-10-29,0.0,0,0,0,1,0,0,-1,0,0
2010-11-01,0.011139529017896166,0,0,0,1,0,0,-1,0,0
2010-11-02,0.0,0,0,0,0,0,0,0,0,0
2010-11-03,0.0,0,0,0,0,0,0,0,0,0
2010-11-04,0.0,0,0,0,0,0,0,0,0,0
2010-11-05,-0.0,0,0,0,0,0,0,0,0,0
2010-11-08,0.0,0,0,0,0,0,0,0,0,0
2010-11-09,0.0,0,0,0,0,0,0,0,0,0
2010-11-10,0.0,0,0,0,0,0,0,0,0,0
2010-11-11,0.0,0,0,0,0,0,0,0,0,0
2010-11-12,0.0,0,0,0,0,0,0,0,0,0
2010-11-15,0.0,0,0,0,0,0,0,0,0,0
2010-11-16,0.0,0,0,0,0,0,0,0,0,0
2010-11-17,0.0,0,0,0,0,0,0,0,0,0
2010-11-18,0.0,0,0,0,0,0,0,0,0,0
2010-11-19,0.0,0,0,0,0,0,0,0,0,0
2010-11-22,0.0,0,0,0,0,0,0,0,0,0
2010-11-23,0.0,0,0,0,0,0,0,0,0,0
2010-11-24,0.0,0,0,0,0,0,0,0,0,0
2010-11-25,0.0,0,0,0,0,0,0,0,0,0
2010-11-26,0.0,0,0,0,0,0,0,0,0,0
2010-11-29,0.0,0,0,0,0,0,0,0,0,0
2010-11-30,0.0,0,0,0,0,0,0,0,0,0
2010-12-01,0.0,0,0,0,0,0,0,0,0,0
2010-12-02,0.0,0,0,0,0,0,0,0,0,0
2010-12-03,0.0,0,0,0,0,0,0,0,0,0
2010-12-06,-0.0,0,0,0,0,0,0,0,0,0
2010-12-07,0.0,0,0,0,0,0,0,0,0,0
2010-12-08,0.0,0,0,0,0,0,0,0,0,0
2010-12-09,0.0,0,0,0,0,0,0,0,0,0
2010-12-10,0.0,0,0,0,0,0,0,0,0,0
2010-12-13,0.0,0,0,0,0,0,0,0,0,0
2010-12-14,-0.0,0,0,0,0,0,0,0,0,0
2010-12-15,0.0,0,0,0,0,0,0,0,0,0
2010-12-16,0.0,0,0,0,0,0,0,0,0,0
2010-12-17,-0.0022705074102753464,0,0,0,1,0,0,-1,0,0
2010-12-20,-0.004932295060224856,0,0,0,1,0,0,-1,0,0
2010-12-21,0.0018049578268095612,0,0,0,1,0,0,-1,0,0
2010-12-22,-0.001032812940665817,0,0,0,1,0,0,-1,0,0
2010-12-23,-0.002270674754762947,0,0,0,1,0,0,-1,0,0
2010-12-24,0.002701563843561461,0,0,0,1,0,0,-1,0,0
2010-12-27,0.0013466409740259255,0,0,0,1,0,0,-1,0,0
2010-12-28,-0.00028946846981103835,0,0,0,1,0,0,-1,0,0
2010-12-29,0.0019628090251536667,0,0,0,1,0,0,-1,0,0
2010-12-30,0.007943288842955587,0,0,0,1,0,0,-1,0,0
2010-12-31,0.0075788821204857415,0,0,0,1,0,0,-1,0,0
2011-01-03,0.0037117394406394055,0,0,0,1,0,0,-1,0,0
2011-01-04,-0.002009720185464081,0,0,0,1,0,0,-1,0,0
2011-01-05,0.0020581461101130127,0,0,0,1,0,0,-1,0,0
2011-01-06,-0.005214158824251802,0,0,0,1,0,0,-1,0,0
2011-01-07,0.0036382298639214827,0,0,0,1,0,0,-1,0,0
2011-01-10,0.0028043413828118258,0,0,0,1,0,0,-1,0,0
2011-01-11,0.00543578229803654,0,0,0,1,0,0,-1,0,0
2011-01-12,0.006853761099747668,0,0,0,1,0,0,-1,0,0
2011-01-13,-0.0,0,0,0,0,0,0,0,0,0
2011-01-14,0.0,0,0,0,0,0,0,0,0,0
2011-01-17,0.0,0,0,0,0,0,0,0,0,0
2011-01-18,0.0,0,0,0,0,0,0,0,0,0
2011-01-19,0.0,0,0,0,0,0,0,0,0,0
2011-01-20,0.0,0,0,0,0,0,0,0,0,0
2011-01-21,0.0,0,0,0,0,0,0,0,0,0
2011-01-24,-0.0,0,0,0,0,0,0,0,0,0
2011-01-25,0.0,0,0,0,0,0,0,0,0,0
2011-01-26,0.0,0,0,0,0,0,0,0,0,0
2011-01-27,0.0,0,0,0,0,0,0,0,0,0
2011-01-28,0.0,0,0,0,0,0,0,0,0,0
2011-01-31,0.0,0,0,0,0,0,0,0,0,0
2011-02-01,0.0,0,0,0,0,0,0,0,0,0
2011-02-02,-0.0,0,0,0,0,0,0,0,0,0
2011-02-03,0.0,0,0,0,0,0,0,0,0,0
2011-02-04,0.0,0,0,0,0,0,0,0,0,0
2011-02-07,0.0,0,0,0,0,0,0,0,0,0
2011-02-08,0.0,0,0,0,0,0,0,0,0,0
2011-02-09,0.0,0,0,0,0,0,0,0,0,0
2011-02-10,0.0,0,0,0,0,0,0,0,0,0
2011-02-11,0.0,0,0,0,0,0,0,0,0,0
2011-02-14,0.0,0,0,0,0,0,0,0,0,0
2011-02-15,0.0,0,0,0,0,0,0,0,0,0
2011-02-16,0.0,0,0,0,0,0,0,0,0,0
2011-02-17,0.0,0,0,0,0,0,0,0,0,0
2011-02-18,-0.0,0,0,0,0,0,0,0,0,0
2011-02-21,0.0,0,0,0,0,0,0,0,0,0
2011-02-22,0.0,0,0,0,0,0,0,0,0,0
2011-02-23,0.0,0,0,0,0,0,0,0,0,0
2011-02-24,0.0,0,0,0,0,0,0,0,0,0
2011-02-25,0.0,0,0,0,0,0,0,0,0,0
2011-02-28,0.0,0,0,0,0,0,0,0,0,0
2011-03-01,-0.0030169655246572447,0,0,0,1,0,0,-1,0,0
2011-03-02,-0.002254991275840723,0,0,0,1,0,0,-1,0,0
2011-03-03,-0.008358143541836727,0,0,0,1,0,0,-1,0,0
2011-03-04,-0.0009842095861714029,0,0,0,1,0,0,-1,0,0
2011-03-07,-0.004981566961700268,0,0,0,1,0,0,-1,0,0
2011-03-08,0.0020563541143467923,0,0,0,1,0,0,-1,0,0
2011-03-09,0.006998458191668777,0,0,0,1,0,0,-1,0,0
2011-03-10,-0.006228927762853442,0,0,0,1,0,0,-1,0,0
2011-03-11,0.005830254138621926,0,0,0,1,0,0,-1,0,0
2011-03-14,-0.0012092061237830576,0,0,0,1,0,0,-1,0,0
2011-03-15,0.00024020368625210509,0,0,0,1,0,0,-1,0,0
2011-03-16,0.005776907998261249,0,0,0,1,0,0,-1,0,0
2011-03-17,0.00047722101600933264,0,0,0,1,0,0,-1,0,0
2011-03-18,-0.003928975291466852,0,0,0,1,0,0,-1,0,0
2011-03-21,-0.00013491854903491252,0,0,0,1,0,0,-1,0,0
2011-03-22,-0.0036685909264353445,0,0,0,1,0,0,-1,0,0
2011-03-23,0.0020350435002972622,0,0,0,1,0,0,-1,0,0
2011-03-24,0.0014096223178751144,0,0,0,1,0,0,-1,0,0
2011-03-25,0.003048172153291895,0,0,0,1,0,0,-1,0,0
2011-03-28,-0.004313485912923354,0,0,0,1,0,0,-1,0,0
2011-03-29,0.0003958888358485124,0,0,0,1,0,0,-1,0,0
2011-03-30,0.0022907947603825196,0,0,0,1,0,0,-1,0,0
2011-03-31,0.004703261363526279,0,0,0,1,0,0,-1,0,0
2011-04-01,-0.003263426589183327,0,0,0,1,0,0,-1,0,0
2011-04-04,0.00439959165950754,0,0,0,1,0,0,-1,0,0
2011-04-05,0.0020714729731952097,0,0,0,1,0,0,-1,0,0
2011-04-06,0.003968854135794286,0,0,0,1,0,0,-1,0,0
2011-04-07,0.0019043443914809055,0,0,0,1,0,0,-1,0,0
2011-04-08,-0.002841178843839609,0,0,0,1,0,0,-1,0,0
2011-04-11,-0.004340479436296563,0,0,0,1,0,0,-1,0,0
2011-04-12,0.006671204506605299,0,0,0,1,0,0,-1,0,0
2011-04-13,0.00813135713510238,0,0,0,1,0,0,-1,0,0
2011-04-14,-0.0003921062038991785,0,0,0,1,0,0,-1,0,0
2011-04-15,0.0,0,0,0,1,0,0,-1,0,0
2011-04-18,0.005211409939604339,0,0,0,1,0,0,-1,0,0
2011-04-19,-0.006797099376458338,0,0,0,1,0,0,-1,0,0
2011-04-20,-0.00024393994614324566,0,0,0,1,0,0,-1,0,0
2011-04-21,-0.004759312950485817,0,0,0,1,0,0,-1,0,0
2011-04-22,-0.00016842426771901398,0,0,0,1,0,0,-1,0,0
2011-04-25,0.0006726578834647112,0,0,0,1,0,0,-1,0,0
2011-04-26,-0.00013893458274027992,0,0,0,1,0,0,-1,0,0
2011-04-27,0.0026444583296072466,0,0,0,1,0,0,-1,0,0
2011-04-28,-0.011749386290973884,0,0,0,1,0,0,-1,0,0
2011-04-29,-0.005657530961379331,0,0,0,1,0,0,-1,0,0
2011-05-02,0.0034404367485441067,0,0,0,1,0,0,-1,0,0
2011-05-03,-0.002614663854105803,0,0,0,1,0,0,-1,0,0
2011-05-04,0.0011943371669858038,0,0,0,1,0,0,-1,0,0
2011-05-05,0.00199578461356964,0,0,0,1,0,0,-1,0,0
2011-05-06,0.006040055754154894,0,0,0,1,0,0,-1,0,0
2011-05-09,-0.007027476476347272,0,0,0,1,0,0,-1,0,0
2011-05-10,-0.004005122518273119,0,0,0,1,0,0,-1,0,0
2011-05-11,-0.0013174775758915125,0,0,0,1,0,0,-1,0,0
2011-05-12,0.0070369975017343656,0,0,0,1,0,0,-1,0,0
2011-05-13,0.009016766710235657,0,0,0,1,0,0,-1,0,0
2011-05-16,-0.0010876876144689795,0,0,0,1,0,0,-1,0,0
2011-05-17,-0.008330899486965415,0,0,0,1,0,0,-1,0,0
2011-05-18,0.0018798683945829842,0,0,0,1,0,0,-1,0,0
2011-05-19,0.004653944639766983,0,0,0,1,0,0,-1,0,0
2011-05-20,-0.0016091200932502048,0,0,0,1,0,0,-1,0,0
2011-05-23,0.005815427306176457,0,0,0,1,0,0,-1,0,0
2011-05-24,0.007964001630621054,0,0,0,1,0,0,-1,0,0
2011-05-25,0.0,0,0,0,0,0,0,0,0,0
2011-05-26,0.0,0,0,0,0,0,0,0,0,0
2011-05-27,0.0,0,0,0,0,0,0,0,0,0
2011-05-30,-0.0,0,0,0,0,0,0,0,0,0
2011-05-31,0.0,0,0,0,0,0,0,0,0,0
2011-06-01,0.0,0,0,0,0,0,0,0,0,0
2011-06-02,0.0,0,0,0,0,0,0,0,0,0
2011-06-03,0.0,0,0,0,0,0,0,0,0,0
2011-06-06,0.0,0,0,0,0,0,0,0,0,0
2011-06-07,0.0,0,0,0,0,0,0,0,0,0
2011-06-08,0.0,0,0,0,0,0,0,0,0,0
2011-06-09,0.0,0,0,0,0,0,0,0,0,0
2011-06-10,0.0,0,0,0,0,0,0,0,0,0
2011-06-13,0.0,0,0,0,0,0,0,0,0,0
2011-06-14,0.0,0,0,0,0,0,0,0,0,0
2011-06-15,0.0,0,0,0,0,0,0,0,0,0
2011-06-16,0.0,0,0,0,0,0,0,0,0,0
2011-06-17,0.0,0,0,0,0,0,0,0,0,0
2011-06-20,0.0,0,0,0,0,0,0,0,0,0
2011-06-21,0.0,0,0,0,0,0,0,0,0,0
2011-06-22,-0.0,0,0,0,0,0,0,0,0,0
2011-06-23,0.0,0,0,0,0,0,0,0,0,0
2011-06-24,0.0,0,0,0,0,0,0,0,0,0
2011-06-27,0.0,0,0,0,0,0,0,0,0,0
2011-06-28,0.0,0,0,0,0,0,0,0,0,0
2011-06-29,0.0,0,0,0,0,0,0,0,0,0
2011-06-30,0.0,0,0,0,0,0,0,0,0,0
2011-07-01,0.0,0,0,0,0,0,0,0,0,0
2011-07-04,0.0,0,0,0,0,0,0,0,0,0
2011-07-05,0.0,0,0,0,0,0,0,0,0,0
2011-07-06,0.0,0,0,0,0,0,0,0,0,0
2011-07-07,0.0,0,0,0,0,0,0,0,0,0
2011-07-08,0.0,0,0,0,0,0,0,0,0,0
2011-07-11,0.0,0,0,0,0,0,0,0,0,0
2011-07-12,0.0,0,0,0,0,0,0,0,0,0
2011-07-13,0.0,0,0,0,0,0,0,0,0,0
2011-07-14,-0.0,0,0,0,0,0,0,0,0,0
2011-07-15,0.0,0,0,0,0,0,0,0,0,0
2011-07-18,0.0,0,0,0,0,0,0,0,0,0
2011-07-19,0.0,0,0,0,0,0,0,0,0,0
2011-07-20,0.0,0,0,0,0,0,0,0,0,0
2011-07-21,-0.0,0,0,0,0,0,0,0,0,0
2011-07-22,-0.0,0,0,0,0,0,0,0,0,0
2011-07-25,0.0,0,0,0,0,0,0,0,0,0
2011-07-26,0.00347165566072527,0,0,0,-1,0,0,1,0,0
2011-07-27,-0.0016802023140378708,0,0,0,-1,0,0,1,0,0
2011-07-28,0.008016949400760587,0,0,0,-1,0,0,1,0,0
2011-07-29,-0.002044970854121253,0,0,0,-1,0,0,1,0,0
2011-08-01,-0.011051109230377332,0,0,0,-1,0,0,1,0,0
2011-08-02,0.0017981271754923256,0,0,0,-1,0,0,1,0,0
2011-08-03,-0.004830951931164895,0,0,0,-1,0,0,1,0,0
2011-08-04,-0.0027648210762611924,0,0,0,-1,0,0,1,0,0
2011-08-05,0.012008567884771226,0,0,0,-1,0,0,1,0,0
2011-08-08,-0.013062434507551068,0,0,0,-1,0,0,1,0,0
2011-08-09,-2.7071226204711252e-05,0,0,0,-1,0,0,1,0,0
2011-08-10,-0.002914561086060252,0,0,0,-1,0,0,1,0,0
2011-08-11,0.012800599386733946,0,0,0,-1,0,0,1,0,0
2011-08-12,-0.00436398519824166,0,0,0,-1,0,0,1,0,0
2011-08-15,-0.002406561928262052,0,0,0,-1,0,0,1,0,0
2011-08-16,0.011199368332579063,0,0,0,-1,0,0,1,0,0
2011-08-17,-0.0010801634422310524,0,0,0,-1,0,0,1,0,0
2011-08-18,0.0036054359061574726,0,0,0,-1,0,0,1,0,0
2011-08-19,0.0002746947228189356,0,0,0,-1,0,0,1,0,0
2011-08-22,0.004911825017250404,0,0,0,-1,0,0,1,0,0
2011-08-23,-0.0034959307915981563,0,0,0,-1,0,0,1,0,0
2011-08-24,-0.0009578966007808276,0,0,0,-1,0,0,1,0,0
2011-08-25,-0.00029368721421918487,0,0,0,-1,0,0,1,0,0
2011-08-26,-0.000485191591250711,0,0,0,-1,0,0,1,0,0
2011-08-29,-0.0014625130656105156,0,0,0,-1,0,0,1,0,0
2011-08-30,2.3822181125954245e-05,0,0,0,-1,0,0,1,0,0
2011-08-31,-0.005081642884981918,0,0,0,-1,0,0,1,0,0
2011-09-01,0.0007163483320350439,0,0,0,-1,0,0,1,0,0
2011-09-02,0.004187343306981672,0,0,0,-1,0,0,1,0,0
2011-09-05,-0.0011278673395394012,0,0,0,-1,0,0,1,0,0
2011-09-06,0.010148448724246473,0,0,0,-1,0,0,1,0,0
2011-09-07,0.0014351321000447559,0,0,0,-1,0,0,1,0,0
2011-09-08,0.004018845303752294,0,0,0,-1,0,0,1,0,0
2011-09-09,-0.005841521621312351,0,0,0,-1,0,0,1,0,0
2011-09-12,0.0031304431746237427,0,0,0,-1,0,0,1,0,0
