Date,daily_return,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2011-04-15,0.0,0,0,0,-1.0,1.0,0,0,0,0
2011-04-18,0.0033563573236189415,0,0,0,-1.0,1.0,0,0,0,0
2011-04-19,-0.002879633460457498,0,0,0,-1.0,1.0,0,0,0,0
2011-04-20,-0.004170747598703506,0,0,0,-1.0,1.0,0,0,0,0
2011-04-21,0.010786935785307317,0,0,0,-1.0,1.0,0,0,0,0
2011-04-22,0.006291392653239303,0,0,0,-1.0,1.0,0,0,0,0
2011-04-25,0.0011993350872628872,0,0,0,-1.0,1.0,0,0,0,0
2011-04-26,-0.0022922751598937197,0,0,0,-1.0,1.0,0,0,0,0
2011-04-27,0.002753372269875487,0,0,0,-1.0,1.0,0,0,0,0
2011-04-28,0.005928584417839722,0,0,0,-1.0,1.0,0,0,0,0
2011-04-29,0.007032713951573122,0,0,0,-1.0,1.0,0,0,0,0
2011-05-02,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-03,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-04,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-05,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-06,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-09,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-10,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-11,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-12,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-13,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-16,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-17,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-18,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-19,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-20,-0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-23,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-24,0.0,0,0,0,0.0,0.0,0,0,0,0
2011-05-25,-0.0,0,0,0,0.0,0.0,0,0,0,0
